"fatalities","injured","evacuated","city","province","region","country","canada","disastertype","disastersubgroup","disastergroup","disastercategory","magnitude","utilitypeopleaffected","start_day","start_week","start_month","start_year","start_weekend","start_seasoncanada","start_seasoninternational","end_day","end_week","end_month","end_year","end_weekend","end_seasoncanada","end_seasoninternational","estimatedtotalcost","normalizedtotalcost","federaldfaapayments","provincialdfaapayments","provincialdepartmentpayments","municipalcosts","ogdcosts","insurancepayments","ngopayments","keyword1","keyword2","keyword3"
1,0,0,"Moose River","Nova Scotia","Atlantic Canada","Canada",TRUE,"Manufacturing / Industry","Infrastructure failure","Technology","Incident",0,0,12,15,4,1936,TRUE,"spring","fall",23,17,4,1936,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,"Northern Saskatchewan","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,13,29,7,1936,FALSE,"summer","winter",19,29,7,1936,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,?,?,?
52,0,0,"Northeast of Vancouver","British Columbia","West Coast","Canada",TRUE,"Air","Transportation accident","Technology","Incident",0,0,8,27,7,1965,FALSE,"summer","winter",8,27,7,1965,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"crash",?,?
28,0,0,"Lake Huron","Ontario","Central Canada","Canada",TRUE,"Marine","Transportation accident","Technology","Incident",0,0,1,52,1,1966,TRUE,"winter","summer",1,52,1,1966,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"car",?,?
270,0,0,?,?,"Lakes Huron, Erie and Ontario","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,7,45,11,1913,FALSE,"fall","spring",13,46,11,1913,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"storm","wind",?
173,0,0,?,?,"Newfoundland coast","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1914,FALSE,"winter","summer",1,1,1,1914,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"storm",?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1914,FALSE,"winter","summer",1,1,1,1914,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
0,0,50,"Lake St. Clair","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,4,14,4,1987,TRUE,"spring","fall",4,14,4,1987,TRUE,"spring","fall",?,?,0,0,?,?,?,?,?,"flood","storm","wind"
0,0,500,"Canning","Nova Scotia","Atlantic Canada","Canada",TRUE,"Fire","Hazardous Chemicals","Technology","Incident",0,0,30,22,5,1986,FALSE,"spring","fall",30,22,5,1986,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"fire","evacuate",?
11,0,0,"Lasalle","Quebec","Central Canada","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,1,52,1,1966,TRUE,"winter","summer",1,52,1,1966,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"fire","killed",?
0,0,500,"Waswanipi reserve","Quebec","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,2,23,6,1986,FALSE,"spring","winter",2,23,6,1986,FALSE,"spring","winter",?,?,0,0,?,?,?,?,?,"fire",?,?
0,0,0,?,?,"St. Lawrence counties of Quebec","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,52,1,1966,TRUE,"winter","summer",1,52,1,1966,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,?,"Prince Edward Island","Atlantic Canada","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,52,1,1966,TRUE,"winter","summer",1,52,1,1966,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1986,FALSE,"winter","summer",1,1,1,1986,FALSE,"winter","summer",0,0,0,0,?,?,?,?,?,"drought","water",?
0,0,0,?,?,"Southern Alberta","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,18270270,14,20,5,1986,FALSE,"spring","fall",15,20,5,1986,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"snow","storm","ice"
0,0,1000,"Grand Falls","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,15,20,5,1986,FALSE,"spring","fall",16,20,5,1986,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"fire","evacuate",?
28,100,2500,"Regina","Saskatchewan","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,30,26,6,1912,TRUE,"summer","winter",30,26,6,1912,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,"injured",?,?
0,0,1000,"Upper Gagetown","New Brunswick","Atlantic Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,15,20,5,1986,FALSE,"spring","fall",16,20,5,1986,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"fire","evacuate",?
3,0,0,?,?,"Eastern Canada","Canada",TRUE,"Heat Event","Meteorological - Hydrological","Natural","Disaster",0,0,8,28,7,1912,FALSE,"summer","winter",10,28,7,1912,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"killed",?,?
7,0,15000,"Ottawa","Ontario","Central Canada","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,26,17,4,1900,FALSE,"spring","fall",26,17,4,1900,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"fire","wind","car"
64,0,0,"Grand Forks","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,1,1,1901,FALSE,"winter","summer",1,1,1,1901,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
16,0,0,"Wellington","British Columbia","West Coast","Canada",TRUE,"Manufacturing / Industry","Infrastructure failure","Technology","Incident",0,0,1,1,1,1901,FALSE,"winter","summer",1,1,1,1901,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
32,0,0,"Cranberry","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,1,1,1902,FALSE,"winter","summer",1,1,1,1902,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
2,0,0,"Saint John River Basin","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,9,3,1902,TRUE,"winter","fall",1,9,3,1902,TRUE,"winter","fall",?,?,?,?,?,?,?,?,?,"ice","water","temperature"
125,0,0,"Fernie","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,22,21,5,1902,FALSE,"spring","fall",22,21,5,1902,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"explosion","killed",?
16,0,0,"Grand Forks","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,1,1,1903,FALSE,"winter","summer",1,1,1,1903,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
70,23,0,"Frank","Alberta","Prairie Provinces","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,29,18,4,1903,FALSE,"spring","fall",29,18,4,1903,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"crash","landslide",?
14,0,0,"Carbonado","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,53,1,1904,FALSE,"winter","summer",1,53,1,1904,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
0,0,0,"Edmonton","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,1,36,9,1992,FALSE,"summer","spring",1,36,9,1992,FALSE,"summer","spring",22522000,1608714.3,?,?,14434443,?,?,8087557,?,?,?,?
0,0,0,"Calgary","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,17,29,7,1995,FALSE,"summer","winter",17,29,7,1995,FALSE,"summer","winter",74559612,5106822.7,?,?,18858612,?,?,55701000,?,?,?,?
0,0,0,"Upper Arrow Lake","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,28,9,2,1903,TRUE,"winter","summer",28,9,2,1903,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"damage",?,?
0,0,0,"Toronto","Ontario","Central Canada","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,19,16,4,1904,FALSE,"spring","fall",19,16,4,1904,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"fire","water","wind"
0,0,0,"Red River","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,24,16,4,1904,TRUE,"spring","fall",24,16,4,1904,TRUE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood",?,?
0,0,0,?,"Nova Scotia","Atlantic Canada","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,15,7,2,1905,FALSE,"winter","summer",17,7,2,1905,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"storm",?,?
15,0,0,"Spences Bridge","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,13,32,8,1905,TRUE,"summer","winter",13,32,8,1905,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,"crash","landslide",?
126,0,0,"Vancouver Island","British Columbia","West Coast","Canada",TRUE,"Marine","Transportation accident","Technology","Incident",0,0,1,1,1,1906,FALSE,"winter","summer",1,1,1,1906,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
75,0,0,"Quebec City","Quebec","Central Canada","Canada",TRUE,"Transportation","Infrastructure failure","Technology","Incident",0,0,29,35,8,1907,FALSE,"summer","winter",29,35,8,1907,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,?,?,?
33,0,0,"Notre-Dame-de-la-Salette","Quebec","Central Canada","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,26,17,4,1908,TRUE,"spring","fall",26,17,4,1908,TRUE,"spring","fall",?,?,?,?,?,?,?,?,?,"crash","car","injured"
100,0,6000,"Fernie","British Columbia","West Coast","Canada",TRUE,"Residential","Fire","Technology","Incident",0,0,1,31,8,1908,TRUE,"summer","winter",3,32,8,1908,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,?,?,?
1,0,0,"Chester","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,4,1,1,1909,FALSE,"winter","summer",4,1,1,1909,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","ice","damage"
22,15,0,"Burnaby","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,28,47,11,1909,TRUE,"fall","spring",28,47,11,1909,TRUE,"fall","spring",?,?,?,?,?,?,?,?,?,"derail","injured",?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,52,1,1910,TRUE,"winter","summer",1,52,1,1910,TRUE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
63,20,0,"Spanish River","Ontario","Central Canada","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,21,3,1,1910,FALSE,"winter","summer",21,3,1,1910,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"rain","injured","train"
62,0,0,"Rogers Pass","British Columbia","West Coast","Canada",TRUE,"Avalanche","Meteorological - Hydrological","Natural","Disaster",0,0,5,9,3,1910,TRUE,"winter","fall",5,9,3,1910,TRUE,"winter","fall",?,?,?,?,?,?,?,?,?,"snow","avalanche",?
4,0,0,"St-Alphonse-de-Bagotville","Quebec","Central Canada","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,15,15,4,1910,FALSE,"spring","fall",15,15,4,1910,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"landslide",?,?
6,0,0,"Coucoucache","Quebec","Central Canada","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,18,16,4,1910,FALSE,"spring","fall",18,16,4,1910,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"derail","rain","train"
73,0,200,"Cochrane","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,11,28,7,1911,FALSE,"summer","winter",11,28,7,1911,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"fire",?,?
77,0,0,?,"Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,1,14,4,1914,FALSE,"spring","fall",1,14,4,1914,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"storm","ice","wind"
1024,0,0,"St. Lawrence River","Quebec","Central Canada","Canada",TRUE,"Marine","Transportation accident","Technology","Incident",0,0,28,22,5,1914,FALSE,"spring","fall",28,22,5,1914,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,?,?,?
189,48,0,"Hillcrest","Alberta","Prairie Provinces","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,19,25,6,1914,FALSE,"spring","winter",19,25,6,1914,FALSE,"spring","winter",?,?,?,?,?,?,?,?,?,"explosion",?,?
0,0,2000,"North Saskatchewan River","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,53,1,1915,FALSE,"winter","summer",1,53,1,1915,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","snow","rain"
22,0,0,"Nanaimo","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,53,1,1915,FALSE,"winter","summer",1,53,1,1915,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
19,0,0,"Wellington","British Columbia","West Coast","Canada",TRUE,"Manufacturing / Industry","Infrastructure failure","Technology","Incident",0,0,1,5,2,1915,FALSE,"winter","summer",1,5,2,1915,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
56,22,0,"Cooper Mine","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,22,12,3,1915,FALSE,"spring","fall",22,12,3,1915,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"injured",?,?
0,0,0,?,?,"Northeastern New Brunswick","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,8,27,7,1915,FALSE,"summer","winter",9,27,7,1915,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,?,?,?
7,0,0,"Ottawa","Ontario","Central Canada","Canada",TRUE,"Residential","Fire","Technology","Incident",0,0,3,5,2,1916,FALSE,"winter","summer",3,5,2,1916,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"fire",?,?
0,0,0,"Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,24,17,4,1916,FALSE,"spring","fall",24,17,4,1916,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood",?,?
233,0,8000,"Cochrane","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,29,30,7,1916,TRUE,"summer","winter",29,30,7,1916,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,"fire",?,?
13,0,0,"Quebec City","Quebec","Central Canada","Canada",TRUE,"Transportation","Infrastructure failure","Technology","Incident",0,0,11,37,9,1916,FALSE,"summer","spring",11,37,9,1916,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,?,?,?
34,0,0,"Fernie","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,1,1,1917,FALSE,"winter","summer",1,1,1,1917,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1917,FALSE,"winter","summer",1,1,1,1917,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
65,0,0,"New Waterford","Nova Scotia","Atlantic Canada","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,25,30,7,1917,FALSE,"summer","winter",25,30,7,1917,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"explosion",?,?
0,0,0,?,?,"Northwestern British Columbia","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,28,43,10,1917,TRUE,"fall","spring",19,47,11,1917,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"flood","rain","landslide"
1963,9000,6000,"Halifax","Nova Scotia","Atlantic Canada","Canada",TRUE,"Marine","Transportation accident","Technology","Incident",0,0,6,49,12,1917,FALSE,"fall","summer",6,49,12,1917,FALSE,"fall","summer",?,?,?,?,?,?,?,?,?,"fire","explosion","damage"
50000,2000000,0,?,?,"Across Canada","Canada",TRUE,"Epidemic","Biological","Natural","Disaster",0,0,1,1,1,1918,FALSE,"winter","summer",1,1,1,1925,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1918,FALSE,"winter","summer",31,1,12,1918,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
88,11,0,"Pictou County","Nova Scotia","Atlantic Canada","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,23,4,1,1918,FALSE,"winter","summer",23,4,1,1918,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion",?,?
0,0,0,"Trenton","Ontario","Central Canada","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,12,41,10,1918,TRUE,"fall","spring",12,41,10,1918,TRUE,"fall","spring",?,?,?,?,?,?,?,?,?,"fire",?,?
343,0,0,?,?,"British Columbia, off coast","Canada",TRUE,"Marine","Transportation accident","Technology","Incident",0,0,23,43,10,1918,FALSE,"fall","spring",23,43,10,1918,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"car",?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1919,FALSE,"winter","summer",31,1,12,1919,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1920,FALSE,"winter","summer",31,53,12,1920,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
0,0,0,?,?,"Southwestern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,17,12,3,1920,FALSE,"winter","fall",21,12,3,1920,TRUE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","damage",?
4,13,?,?,?,"Southeastern Saskatchewan","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,22,30,7,1920,FALSE,"summer","winter",22,30,7,1920,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"tornado","injured",?
0,0,148,"Icelandic River","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,14,4,1986,FALSE,"spring","fall",30,27,6,1986,FALSE,"summer","winter",2893389,264639.2,908395,1984994,?,?,?,?,?,"flood","rain","evacuate"
0,0,0,"Saint John River","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,14,4,1986,FALSE,"spring","fall",4,14,4,1986,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"flood","snow","ice"
0,0,0,"Montreal","Quebec","Central Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,29,22,5,1986,FALSE,"spring","fall",29,22,5,1986,FALSE,"spring","fall",45473000,4159115.9,0,0,?,?,?,45473000,?,?,?,?
1,0,0,?,?,"Saskatchewan and Alberta","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,16,29,7,1986,FALSE,"summer","winter",24,30,7,1986,FALSE,"summer","winter",17889807,1636262.8,9484477,8405330,?,?,?,?,?,"flood","damage",?
0,0,0,"Montreal","Quebec","Central Canada","Canada",TRUE,"Residential","Fire","Technology","Incident",0,0,26,43,10,1986,TRUE,"fall","spring",26,43,10,1986,TRUE,"fall","spring",?,?,0,0,?,?,?,?,?,"fire","ice",?
2,0,0,"Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,7,45,11,1986,FALSE,"fall","spring",7,45,11,1986,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"snow","storm","wind"
0,0,0,"Montreal","Quebec","Central Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,29,22,5,1987,FALSE,"spring","fall",29,22,5,1987,FALSE,"spring","fall",24891000,2180233.6,0,0,?,?,?,24891000,?,"storm","wind","hail"
0,0,0,"Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,6,28,7,1987,FALSE,"summer","winter",6,28,7,1987,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"flood","storm","wind"
2,0,0,"Montreal","Quebec","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,14,29,7,1987,FALSE,"summer","winter",14,29,7,1987,FALSE,"summer","winter",64216681,5624818.8,6473041,13065640,?,?,?,44678000,?,"flood","storm","water"
0,0,300,"Emerson","Manitoba","Prairie Provinces","Canada",TRUE,"Derailment Release","Hazardous Chemicals","Technology","Incident",0,0,1,40,10,1987,FALSE,"fall","spring",1,40,10,1987,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"derail","evacuate","car"
0,0,0,"Goulais River","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,53,1,1988,FALSE,"winter","summer",1,53,1,1988,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,?,?,?
27,600,1700,"Edmonton","Alberta","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,31,31,7,1987,FALSE,"summer","winter",31,31,7,1987,FALSE,"summer","winter",181125959,15865047.5,19948463,12800496,?,?,?,148377000,?,"storm","tornado","rain"
0,0,0,?,?,"Northern British Columbia","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,53,1,1988,FALSE,"winter","summer",1,53,1,1988,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,?,?,?
0,0,500,"Whitedog Lake","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,1,53,1,1988,FALSE,"winter","summer",1,53,1,1988,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,"evacuate",?,?
0,0,0,"Come by Chance","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Marine Release","Hazardous Chemicals","Technology","Incident",0,0,7,10,3,1988,FALSE,"winter","fall",7,10,3,1988,FALSE,"winter","fall",?,?,0,0,?,?,?,?,?,"pollution","spill",?
0,0,0,"Duck Mountain","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,13,4,1988,FALSE,"spring","fall",1,13,4,1988,FALSE,"spring","fall",2323137,195770,619569,1703568,?,?,?,?,?,"flood","rain",?
0,0,0,"Saint-Romuald","Quebec","Central Canada","Canada",TRUE,"Marine Release","Hazardous Chemicals","Technology","Incident",0,0,8,18,5,1988,TRUE,"spring","fall",8,18,5,1988,TRUE,"spring","fall",?,?,0,0,?,?,?,?,?,"spill",?,?
0,0,0,"Linton","Quebec","Central Canada","Canada",TRUE,"Derailment Release","Hazardous Chemicals","Technology","Incident",0,0,10,19,5,1988,FALSE,"spring","fall",10,19,5,1988,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"derail","rain","car"
0,0,0,"Sarnia","Ontario","Central Canada","Canada",TRUE,"Leak / Spill Release","Hazardous Chemicals","Technology","Incident",0,0,24,21,5,1988,FALSE,"spring","fall",24,21,5,1988,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"water",?,?
0,0,0,"Lethbridge","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,4,22,6,1988,TRUE,"spring","winter",11,23,6,1988,TRUE,"spring","winter",?,?,0,0,?,?,?,?,?,?,?,?
0,0,0,"Louiseville","Quebec","Central Canada","Canada",TRUE,"Storm - Unspecified / Other","Meteorological - Hydrological","Natural","Disaster",0,0,20,25,6,1988,FALSE,"spring","winter",20,25,6,1988,FALSE,"spring","winter",?,?,0,0,?,?,?,?,?,"storm","wind","damage"
0,0,0,?,?,"Central and Southern Alberta","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,28,26,6,1988,FALSE,"summer","winter",29,26,6,1988,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,?,?,?
0,0,0,"Norman Wells","Northwest Territories","Northern Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,29,26,6,1988,FALSE,"summer","winter",29,26,6,1988,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"flood",?,?
14,0,0,?,?,"Ontario and Manitoba","Canada",TRUE,"Heat Event","Meteorological - Hydrological","Natural","Disaster",0,128169014,5,27,7,1988,FALSE,"summer","winter",11,28,7,1988,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"pollution","water","rain"
0,0,500,"Courtland","Ontario","Central Canada","Canada",TRUE,"Fire","Hazardous Chemicals","Technology","Incident",0,0,17,50,12,1988,TRUE,"fall","summer",17,50,12,1988,TRUE,"fall","summer",?,?,0,0,?,?,?,?,?,"fire","water","evacuate"
0,0,2800,"Lesser Slave Lake region","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,27,7,1988,FALSE,"summer","winter",8,27,7,1988,FALSE,"summer","winter",35296621,2974434.4,7787911,6008710,?,?,?,21500000,?,"flood","storm","rain"
0,0,0,"Calgary","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,16,33,8,1988,FALSE,"summer","winter",16,33,8,1988,FALSE,"summer","winter",39827872,3356281.3,156086,2544786,?,?,?,37127000,?,"flood","storm","water"
0,0,0,"Saguenay region","Quebec","Central Canada","Canada",TRUE,"Earthquake","Geological","Natural","Disaster",6,0,25,47,11,1988,FALSE,"fall","spring",25,47,11,1988,FALSE,"fall","spring",37970666,3199775.2,20891999,17078667,?,?,?,?,?,"damage",?,?
0,4,1000,"Aylmer","Quebec","Central Canada","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,4,31,8,1994,FALSE,"summer","winter",4,31,8,1994,FALSE,"summer","winter",7786393,545138.4,?,?,246393,?,?,7540000,?,"tornado","evacuate","damage"
