"fatalities","injured","evacuated","city","province","region","country","canada","disastertype","disastersubgroup","disastergroup","disastercategory","magnitude","utilitypeopleaffected","start_day","start_week","start_month","start_year","start_weekend","start_seasoncanada","start_seasoninternational","end_day","end_week","end_month","end_year","end_weekend","end_seasoncanada","end_seasoninternational","estimatedtotalcost","normalizedtotalcost","federaldfaapayments","provincialdfaapayments","provincialdepartmentpayments","municipalcosts","ogdcosts","insurancepayments","ngopayments","keyword1","keyword2","keyword3"
0,0,0,?,?,"Southern Manitoba","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,30,30,7,1995,TRUE,"summer","winter",30,30,7,1995,TRUE,"summer","winter",9018000,617671.2,0,0,?,?,?,9018000,?,?,?,?
3,140,0,"Toronto","Ontario","Central Canada","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,11,32,8,1995,FALSE,"summer","winter",11,32,8,1995,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"rain","killed","injured"
0,0,0,"Burin Peninsula","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Hurricane / Typhoon / Tropical Storm","Meteorological - Hydrological","Natural","Disaster",0,0,11,37,9,1995,FALSE,"summer","spring",11,37,9,1995,FALSE,"summer","spring",2661890,182321.2,1274866,1387024,?,?,?,?,?,"wind","rain","damage"
0,0,0,"Regina","Saskatchewan","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,26,39,9,1995,FALSE,"fall","spring",26,39,9,1995,FALSE,"fall","spring",13353120,914597.3,0,0,235120,?,?,13118000,?,?,?,?
0,0,0,"Hamilton","Ontario","Central Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,5,40,10,1995,FALSE,"fall","spring",6,40,10,1995,FALSE,"fall","spring",17419000,1193082.2,0,0,?,?,?,17419000,?,?,?,?
0,20,0,"Sudbury","Ontario","Central Canada","Canada",TRUE,"Leak / Spill Release","Hazardous Chemicals","Technology","Incident",0,0,16,46,11,1995,FALSE,"fall","spring",16,46,11,1995,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"evacuate",?,?
1,0,50,?,?,"Southern Ontario","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,10,49,12,1995,TRUE,"fall","summer",11,50,12,1995,FALSE,"fall","summer",?,?,0,0,?,?,?,?,?,"snow","storm","ice"
0,0,230,?,?,"Southwestern British Columbia","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,27,48,11,1995,FALSE,"fall","spring",29,48,11,1995,FALSE,"fall","spring",18835222,1290083.7,1915497,5722996,11196729,?,?,?,?,"flood","snow","rain"
0,0,0,"Sunny Valley","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1996,FALSE,"winter","summer",1,1,1,1996,FALSE,"winter","summer",100307,6769.9,?,?,100307,?,?,?,?,?,?,?
0,0,0,"Grande Prairie","Alberta","Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1996,FALSE,"winter","summer",1,1,1,1996,FALSE,"winter","summer",57644492,3890516.9,?,?,100110,?,57544382,?,?,?,?,?
0,0,30,"Flat Bay","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,17,7,2,1996,TRUE,"winter","summer",19,8,2,1996,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,"flood","storm","rain"
0,9,0,"Grey County","Ontario","Central Canada","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,2895455,20,16,4,1996,TRUE,"spring","fall",20,16,4,1996,TRUE,"spring","fall",9404772,634742.8,?,?,621641,439291,?,8343840,?,"tornado","damage","injured"
0,0,0,"Timmins","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,17,20,5,1996,FALSE,"spring","fall",19,20,5,1996,TRUE,"spring","fall",378557,25549.4,?,?,131518,247039,?,?,?,?,?,?
0,0,0,"Atikokan","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,27,7,1996,FALSE,"summer","winter",6,27,7,1996,TRUE,"summer","winter",278061,18766.8,?,?,194537,83524,?,?,?,?,?,?
0,0,0,"Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,16,29,7,1996,FALSE,"summer","winter",16,29,7,1996,FALSE,"summer","winter",105000000,7086614.2,0,0,?,?,?,105000000,?,"wind","tornado","rain"
0,0,285,"Red River","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,18,16,4,1996,FALSE,"spring","fall",8,19,5,1996,FALSE,"spring","fall",6816377,460047.9,4430930,2385447,?,?,?,?,?,"flood","ice","water"
0,0,922,"Lesser Slave Lake area","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,17,25,6,1996,FALSE,"spring","winter",21,25,6,1996,FALSE,"summer","winter",18159797,1225633.1,5693853,5466769,6999175,?,?,?,?,"flood","water","rain"
0,0,0,"Calgary","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,16,29,7,1996,FALSE,"summer","winter",18,29,7,1996,FALSE,"summer","winter",103000000,6951631,?,?,?,?,?,103000000,?,"flood","storm","ice"
0,0,0,"Calgary","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,24,30,7,1996,FALSE,"summer","winter",25,30,7,1996,FALSE,"summer","winter",87877643,5930999.5,0,0,?,?,?,87877643,?,?,?,?
0,0,0,"Ottawa","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,8,32,8,1996,FALSE,"summer","winter",8,32,8,1996,FALSE,"summer","winter",21308000,1438110.2,0,0,?,?,?,21308000,?,?,?,?
0,0,0,"Nechako River","British Columbia","West Coast","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,29,48,11,1996,FALSE,"fall","spring",29,48,11,1996,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"flood","ice","water"
0,0,0,?,?,"Southwestern British Columbia","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,29,52,12,1996,TRUE,"winter","summer",29,52,12,1996,TRUE,"winter","summer",215339641,14533609.1,1583282,5440089,3821888,204494382,?,?,?,"flood","snow","avalanche"
0,0,0,?,?,"Southwest Alberta","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,1,1,1,1997,FALSE,"winter","summer",1,1,1,1997,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,"Bay of Fundy","New Brunswick","Atlantic Canada","Canada",TRUE,"Epidemic","Biological","Natural","Disaster",0,0,1,1,1,1997,FALSE,"winter","summer",1,1,1,1997,FALSE,"winter","summer",25881403,1717792.2,21771004,4110399,?,?,?,?,?,"virus",?,?
0,0,200,"Durham","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,9,2,1,1997,FALSE,"winter","summer",9,2,1,1997,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","evacuate",?
0,0,0,?,?,"Southern British Columbia","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,18,12,3,1997,FALSE,"winter","fall",24,13,3,1997,FALSE,"spring","fall",4585262,304331.5,653232,3932030,?,?,?,?,?,"flood","storm","damage"
0,0,516,?,?,"South-Central Saskatchewan","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,30,13,3,1997,TRUE,"spring","fall",3,14,4,1997,FALSE,"spring","fall",1319475,87575.8,?,?,1319475,?,?,?,?,"flood","ice","evacuate"
0,0,0,?,?,"Ontario and Quebec","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,240000,29,43,10,2006,TRUE,"fall","spring",29,43,10,2006,TRUE,"fall","spring",0,0,?,?,?,?,?,?,?,"storm","wind",?
0,0,4000,"Peace River","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,19,16,4,1997,TRUE,"spring","fall",23,17,4,1997,FALSE,"spring","fall",47368494,3143926.6,18664180,8343702,20360612,?,?,?,?,"flood","snow","ice"
0,0,25447,"Assiniboine","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,22,17,4,1997,FALSE,"spring","fall",14,20,5,1997,FALSE,"spring","fall",498513577,33087184.3,193808836,23624696,?,48480045,?,232600000,?,"flood","damage",?
0,0,2030,"Swan Hills","Alberta","Prairie Provinces","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,5,19,5,1998,FALSE,"spring","fall",21,21,5,1998,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"fire","storm","evacuate"
0,0,0,?,?,"Southern British Columbia","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,18,5,1997,FALSE,"spring","fall",1,18,5,1997,FALSE,"spring","fall",40114688,2662479.3,15472238,10407813,?,14234637,?,?,?,"flood","snow","temperature"
0,0,400,"Timmins","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,29,22,5,1997,FALSE,"spring","fall",29,22,5,1997,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"fire",?,?
0,0,1100,"Northwest of Matagami","Quebec","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,10,24,6,1997,FALSE,"spring","winter",10,24,6,1997,FALSE,"spring","winter",?,?,0,0,?,?,?,?,?,"fire",?,?
0,0,300,?,?,"Northwest Ontario","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,13,19,5,2007,TRUE,"spring","fall",13,19,5,2007,TRUE,"spring","fall",0,0,?,?,?,?,?,?,?,"fire",?,?
0,0,823,"Iroquois Falls","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,12,24,6,1997,FALSE,"spring","winter",12,24,6,1997,FALSE,"spring","winter",?,?,0,0,?,?,?,?,?,"fire","evacuate",?
0,0,0,"Lesser Slave Lake area","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,17,25,6,1997,FALSE,"spring","winter",20,25,6,1997,FALSE,"spring","winter",664352,44094.2,?,?,664352,?,?,?,?,"flood","damage",?
0,0,4000,"Hamilton","Ontario","Central Canada","Canada",TRUE,"Fire","Hazardous Chemicals","Technology","Incident",0,0,10,28,7,1997,FALSE,"summer","winter",10,28,7,1997,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"fire","pollution",?
0,?,?,"Hummingbird Creek","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,11,28,7,1997,FALSE,"summer","winter",11,28,7,1997,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"avalanche","damage",?
43,0,0,"Les i??boulements","Quebec","Central Canada","Canada",TRUE,"Vehicle","Transportation accident","Technology","Incident",0,0,13,42,10,1997,FALSE,"fall","spring",13,42,10,1997,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"crash","killed",?
0,0,0,"Wood Buffalo National Park","Alberta","Prairie Provinces","Canada",TRUE,"Epidemic","Biological","Natural","Disaster",0,0,1,1,1,1998,FALSE,"winter","summer",1,1,1,1998,FALSE,"winter","summer",974055,64012.4,?,?,974055,?,?,?,?,"killed",?,?
35,945,17800,?,?,"Ontario, Quebec and New Brunswick","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,4828750,4,1,1,1998,TRUE,"winter","summer",10,2,1,1998,TRUE,"winter","summer",4635720433,304647564,665387416,42560837,17661738,2018484288,166306876,1712248000,13071278,"rain",?,?
21,0,0,?,?,"45 miles southwest of the islands of Saint-Pierre-et-Miquelon",?,FALSE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,16,3,1,1998,FALSE,"winter","summer",16,3,1,1998,FALSE,"winter","summer",5109358,335773.8,0,0,5109358,?,?,?,?,"car",?,?
0,0,0,"Saint John River","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,9,11,3,1998,FALSE,"winter","fall",10,11,3,1998,FALSE,"winter","fall",5636784,370434.9,3550846,2085938,?,?,?,?,?,"flood","storm","ice"
9,25,?,"Kangiqsualujjuaq","Quebec","Central Canada","Canada",TRUE,"Avalanche","Meteorological - Hydrological","Natural","Disaster",0,0,1,53,1,1999,FALSE,"winter","summer",1,53,1,1999,FALSE,"winter","summer",6400400,413373.5,6400000,?,?,?,?,?,400,"snow","avalanche","evacuate"
11,7,0,?,?,"Southern Ontario","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,3,53,1,1999,TRUE,"winter","summer",3,53,1,1999,TRUE,"winter","summer",?,?,0,0,?,?,?,?,?,"snow","storm","ice"
2,0,74,?,?,"Quebec and New Brunswick","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,31,31,7,2008,FALSE,"summer","winter",4,32,8,2008,FALSE,"summer","winter",1499116,78831.7,1499116,?,?,?,?,?,?,"flood","water","rain"
0,0,3757,?,?,"Eastern Ontario and Quebec","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,28,13,3,1998,TRUE,"spring","fall",15,16,4,1998,FALSE,"spring","fall",27741685,1823111.8,7246824,14570459,5924402,?,?,?,?,"flood","storm","ice"
12,0,0,"Montri??al","Quebec","Central Canada","Canada",TRUE,"Air","Transportation accident","Technology","Incident",0,0,18,25,6,1998,FALSE,"spring","winter",18,25,6,1998,FALSE,"spring","winter",?,?,0,0,?,?,?,?,?,"crash","plane",?
0,0,1865,?,?,"Northern Ontario","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,4,27,7,1998,TRUE,"summer","winter",31,31,7,1998,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"fire","evacuate",?
0,0,0,"Portage la Prairie","Manitoba","Prairie Provinces","Canada",TRUE,"Derailment Release","Hazardous Chemicals","Technology","Incident",0,0,10,28,7,1998,FALSE,"summer","winter",10,28,7,1998,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"derail","spill","rain"
0,0,0,"Calgary","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,4,27,7,1998,TRUE,"summer","winter",5,27,7,1998,TRUE,"summer","winter",65258000,4288587.1,?,?,?,?,?,65258000,?,"flood","storm","wind"
0,0,5,"Tibbet Lake","Northwest Territories","Northern Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,22,30,7,1998,FALSE,"summer","winter",31,31,7,1998,FALSE,"summer","winter",12044118,791508.3,?,?,12044118,?,?,?,?,"fire","evacuate",?
0,0,10600,?,"British Columbia","West Coast","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,1,31,8,1998,TRUE,"summer","winter",1,31,8,1998,TRUE,"summer","winter",2795,183.7,?,?,?,?,?,?,2795,"fire","evacuate","damage"
0,0,7000,"Salmon Arm","British Columbia","West Coast","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,10,33,8,1998,FALSE,"summer","winter",17,34,8,1998,FALSE,"summer","winter",3036145,199527.6,?,?,?,3036145,?,?,?,"fire","ice",?
2,2,10,"Greater Vancouver Area","British Columbia","West Coast","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,24,52,12,1998,FALSE,"winter","summer",29,53,12,1998,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,"snow","storm","water"
229,0,0,"Peggy's Cove","Nova Scotia","Atlantic Canada","Canada",TRUE,"Air","Transportation accident","Technology","Incident",0,0,2,36,9,1998,FALSE,"summer","spring",2,36,9,1998,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"ice","crash","killed"
0,0,0,"Greater Vancouver Area","British Columbia","West Coast","Canada",TRUE,"Storm - Unspecified / Other","Meteorological - Hydrological","Natural","Disaster",0,0,23,48,11,1998,FALSE,"fall","spring",25,48,11,1998,FALSE,"fall","spring",14025688,921732,?,?,?,?,?,14025688,?,"storm","wind","rain"
0,30,0,"Barrie","Ontario","Central Canada","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,13,6,2,1999,TRUE,"winter","summer",13,6,2,1999,TRUE,"winter","summer",?,?,0,0,?,?,?,?,?,"crash","injured",?
3,0,0,"Southern","British Columbia","West Coast","Canada",TRUE,"Storm - Unspecified / Other","Meteorological - Hydrological","Natural","Disaster",0,0,21,7,2,1999,TRUE,"winter","summer",21,7,2,1999,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","storm","water"
2,0,0,"Toronto","Ontario","Central Canada","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,13,2,1,1999,FALSE,"winter","summer",15,2,1,1999,FALSE,"winter","summer",122000000,7879440.3,?,?,?,72000000,?,50000000,?,"snow","storm",?
0,15,1200,"Taylor","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,25,4,1,1999,FALSE,"winter","summer",25,4,1,1999,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,"fire","explosion","evacuate"
0,1,0,?,?,"Southern British Columbia","Canada",TRUE,"Storm - Unspecified / Other","Meteorological - Hydrological","Natural","Disaster",0,0,29,4,1,1999,FALSE,"winter","summer",29,4,1,1999,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"storm","ice","wind"
0,0,0,"Terrace","British Columbia","West Coast","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,11,6,2,1999,FALSE,"winter","summer",11,6,2,1999,FALSE,"winter","summer",?,?,0,0,?,?,?,?,?,"snow","avalanche",?
?,?,?,?,"British Columbia","West Coast","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,9,3,1999,FALSE,"winter","fall",30,30,7,1999,FALSE,"summer","winter",22426695,1448441,12206998,10219697,?,?,?,?,?,"flood","water","rain"
?,?,1107,"East of Lake Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,5,9,3,1999,FALSE,"winter","fall",5,9,3,1999,FALSE,"winter","fall",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,"Melita","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,13,4,1999,FALSE,"spring","fall",1,13,4,1999,FALSE,"spring","fall",109195449,7052451,7292493,3327956,97575000,1000000,?,?,?,"flood","water","damage"
0,0,0,?,?,"Southeastern Saskatchewan","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,13,4,1999,FALSE,"spring","fall",30,26,6,1999,FALSE,"summer","winter",1717172,110904.5,345839,1371333,?,?,?,?,?,"flood","water","rain"
2,60,0,"Thamesville","Ontario","Central Canada","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,23,16,4,1999,FALSE,"spring","fall",23,16,4,1999,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"crash","rain","evacuate"
0,0,40,"La Ronge","Saskatchewan","Prairie Provinces","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,1,13,4,1999,FALSE,"spring","fall",31,22,5,1999,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"fire","water",?
0,0,307,"Beardmore","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,4,18,5,1999,FALSE,"spring","fall",4,18,5,1999,FALSE,"spring","fall",?,?,0,0,?,?,?,?,?,"fire",?,?
0,0,80,"Burwash Landing","Yukon","Northern Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,12,23,6,1999,TRUE,"spring","winter",22,25,6,1999,FALSE,"summer","winter",922323,59568.8,317481,104842,?,500000,?,?,?,"fire","damage",?
0,0,118,?,"British Columbia","West Coast","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,16,24,6,1999,FALSE,"spring","winter",25,25,6,1999,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"flood","snow","water"
0,0,12,"Kenora","Ontario","Central Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,18,24,6,1999,FALSE,"spring","winter",19,24,6,1999,TRUE,"spring","winter",?,?,?,?,?,?,?,?,?,"flood","storm","rain"
0,0,4,?,"Saskatchewan","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,21,25,6,1999,FALSE,"summer","winter",21,25,6,1999,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"fire","storm","wind"
0,0,1000,"Badger","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,28,26,6,1999,FALSE,"summer","winter",1,26,7,1999,FALSE,"summer","winter",?,?,0,0,?,?,?,?,?,"fire",?,?
0,0,350,"Clearwater","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,4,26,7,1999,TRUE,"summer","winter",5,27,7,1999,FALSE,"summer","winter",8751452,565217.6,2977089,5774363,?,?,?,?,?,"flood","snow","water"
1,4,200,"Drummondville","Quebec","Central Canada","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,6,27,7,1999,FALSE,"summer","winter",6,27,7,1999,FALSE,"summer","winter",43595000,2815608.2,?,?,?,?,?,43595000,?,"tornado","killed","damage"
0,2,0,?,?,"Across Toronto, Canada, and internationally","Canada",TRUE,"Communications","Infrastructure failure","Technology","Incident",0,0,16,28,7,1999,FALSE,"summer","winter",16,28,7,1999,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"fire","ice",?
2,5,2000,"Calgary","Alberta","Prairie Provinces","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,9,32,8,1999,FALSE,"summer","winter",9,32,8,1999,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"fire","explosion","evacuate"
7,33,0,"Windsor","Ontario","Central Canada","Canada",TRUE,"Vehicle","Transportation accident","Technology","Incident",0,0,3,35,9,1999,FALSE,"summer","spring",3,35,9,1999,FALSE,"summer","spring",?,?,0,0,?,?,?,?,?,"fire","car","damage"
0,0,0,?,"Prince Edward Island","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,7,36,9,1999,FALSE,"summer","spring",7,36,9,1999,FALSE,"summer","spring",1441367,93091.5,1022030,419337,?,?,?,?,?,"flood","storm","water"
?,?,?,"Balmoral","New Brunswick","Atlantic Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,7,36,9,1999,FALSE,"summer","spring",7,36,9,1999,FALSE,"summer","spring",1726766,111524.2,485625,1241141,?,?,?,?,?,"flood","storm","water"
0,0,90,?,?,"Maritime Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,23,38,9,1999,FALSE,"fall","spring",23,38,9,1999,FALSE,"fall","spring",4912305,317264,1834365,3077940,?,?,?,?,?,"flood","storm","water"
0,0,0,"Vancouver","British Columbia","West Coast","Canada",TRUE,"Storm - Unspecified / Other","Meteorological - Hydrological","Natural","Disaster",0,0,24,38,9,1999,FALSE,"fall","spring",24,38,9,1999,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"storm","wind",?
0,0,170,"Little Saskatchewan First Nation Reserve","Manitoba","Prairie Provinces","Canada",TRUE,"Infestation","Biological","Natural","Disaster",0,0,1,39,10,1999,FALSE,"fall","spring",1,39,10,1999,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,?,?,?
1,4,0,"Glacier National Park","British Columbia","West Coast","Canada",TRUE,"Avalanche","Meteorological - Hydrological","Natural","Disaster",0,0,7,49,12,1999,FALSE,"fall","summer",7,49,12,1999,FALSE,"fall","summer",?,?,0,0,?,?,?,?,?,"snow","killed","injured"
2,0,1400,"St-Hilaire","Quebec","Central Canada","Canada",TRUE,"Derailment Release","Hazardous Chemicals","Technology","Incident",0,0,30,52,12,1999,FALSE,"winter","summer",30,52,12,1999,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","derail","rain"
0,0,216,?,?,"Maritime Provinces","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,17,3,1,2000,FALSE,"winter","summer",22,3,1,2000,TRUE,"winter","summer",6621462,416444.2,3059340,2773532,301806,486784,?,?,?,"snow","storm","wind"
0,0,0,"Passmore","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,13,15,4,2000,FALSE,"spring","fall",14,15,4,2000,FALSE,"spring","fall",0,0,?,?,?,?,?,?,?,"ice","injured",?
0,1,0,?,?,"Southern Ontario","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,20,16,4,2000,FALSE,"spring","fall",21,16,4,2000,FALSE,"spring","fall",0,0,?,?,?,?,?,?,?,"storm","wind","rain"
12,140,1000,"Pine Lake","Alberta","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,14,28,7,2000,FALSE,"summer","winter",14,28,7,2000,FALSE,"summer","winter",3385331,212913.9,190216,3195115,?,?,?,?,?,"tornado","damage",?
0,0,0,"Chetwynd","British Columbia","West Coast","Canada",TRUE,"Leak / Spill Release","Hazardous Chemicals","Technology","Incident",0,0,1,31,8,2000,FALSE,"summer","winter",1,31,8,2000,FALSE,"summer","winter",0,0,?,?,?,?,?,?,?,"water",?,?
6,2300,0,"Walkerton","Ontario","Central Canada","Canada",TRUE,"Epidemic","Biological","Natural","Disaster",0,0,19,20,5,2000,FALSE,"spring","fall",14,28,7,2000,FALSE,"summer","winter",0,0,?,?,?,?,?,?,?,"ice","water",?
0,0,36,"Vanguard","Saskatchewan","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,3,27,7,2000,FALSE,"summer","winter",3,27,7,2000,FALSE,"summer","winter",3787294,238194.6,1580762,2206532,?,?,?,?,?,"flood","water","rain"
0,0,0,?,?,"Southern Manitoba","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,7,27,7,2000,FALSE,"summer","winter",14,28,7,2000,FALSE,"summer","winter",2917561,183494.4,885581,2031980,?,?,?,?,?,"flood","lightning","rain"
0,0,0,?,?,"Eastern and Northern Coastline of New Brunswick","Canada",TRUE,"Storm Surge","Meteorological - Hydrological","Natural","Disaster",0,0,29,43,10,2000,TRUE,"fall","spring",29,43,10,2000,TRUE,"fall","spring",0,0,0,0,?,?,?,?,?,"storm","wind","damage"
